customer_id,nome_completo,data_nascimento,genero,estado,cidade,nivel_fidelidade,data_cadastro,opt_in_newsletter,dispositivo_principal,renda_estimada,total_pedidos_historico,ltv_acumulado,segmento_rfm
CLI-00174,Apollo Martins,1988-03-12,F,CE,Fortaleza,Silver,2025-03-17,True,iOS,14591.03,17,7351.29,Promissor
CLI-00175,Davi Luiz Freitas,1994-03-06,F,RS,Santa Maria,Gold,2022-08-20,False,iOS,24186.15,18,16750.08,Fiel
CLI-00176,Alícia Silveira,1998-12-27,F,SE,Itabaiana,Silver,2023-08-06,True,Android,14596.19,7,3944.11,Fiel
CLI-00177,Isadora Abreu,2000-09-17,F,CE,Sobral,Bronze,2020-10-04,False,Android,19600.09,5,3586.17,Churn
CLI-00178,Elisa Porto,2005-04-10,M,SC,Chapecó,Bronze,2020-08-09,True,iOS,20740.81,6,4294.59,Em Risco
CLI-00179,Murilo Pacheco,1990-10-05,F,AL,União dos Palmares,Silver,2021-04-26,True,Android,18341.21,6,3153.54,Em Risco
CLI-00180,Marcelo Teixeira,2006-02-05,M,RN,Macaíba,Bronze,2023-01-09,False,Desktop,19633.16,3,1617.48,Hibernando
CLI-00181,Sr. Isaque Ribeiro,1993-11-14,F,AL,Arapiraca,Silver,2023-08-03,True,Android,23567.56,25,18006.29,Promissor
CLI-00182,Ana Lívia Moreira,1987-12-15,F,AL,Rio Largo,Bronze,2025-11-23,True,Android,7266.66,6,4589.34,Promissor
CLI-00183,Stephany Alves,1989-10-28,F,SE,Lagarto,Bronze,2023-06-22,False,Android,6054.63,1,186.67,Promissor
CLI-00184,Thiago Cavalcante,1989-11-10,F,SE,Nossa Senhora do Socorro,Bronze,2021-05-03,False,Desktop,18834.74,6,1804.37,Hibernando
CLI-00185,Maria Luiza Leão,1985-04-16,M,SE,Aracaju,Silver,2020-03-19,False,Android,24733.49,12,5755.23,Fiel
CLI-00186,Eloah Siqueira,1997-02-24,M,SP,Ribeirão Preto,Bronze,2020-02-11,False,iOS,4039.26,6,4443.43,Hibernando
CLI-00187,Srta. Maria Fernanda Mendonça,1991-11-24,F,AP,Santana,Silver,2021-07-20,True,Android,18925.21,26,10411.28,Fiel
CLI-00188,Lavínia Cirino,1992-05-21,M,SE,Lagarto,Bronze,2020-04-18,False,Android,9287.11,10,5574.35,Em Risco
CLI-00189,Luiz Fernando Moura,1994-11-02,F,GO,Aparecida de Goiânia,Silver,2021-08-13,False,Android,24704.86,8,2555.27,Fiel
CLI-00190,Vitor Montenegro,2003-07-12,M,SP,Ribeirão Preto,Platinum,2024-11-06,True,Desktop,7354.22,90,74959.31,Campeão
CLI-00191,Maria Luiza Correia,2001-07-14,F,MA,Açailândia,Gold,2025-07-03,True,iOS,23220.81,55,32645.3,Fiel
CLI-00192,Henrique Nunes,2003-11-25,F,SP,Sorocaba,Platinum,2025-11-21,True,iOS,12275.88,38,15077.2,Campeão
CLI-00193,Antonella Moura,2006-12-06,F,RR,Boa Vista,Bronze,2020-01-23,False,iOS,18717.22,3,1879.77,Churn
CLI-00194,Dom Marques,1993-12-04,F,SP,Osasco,Bronze,2020-06-26,True,Android,3747.38,7,1988.22,Em Risco
